¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸
±[­I¶m,¤g¦a,¤¤ÄU¬q1051~1100¦a¸¹,96.18,¹A,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,139453,1450,,0.0,0
¤j°ñ¶m,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¶³ªL¿¤¤j°ñ¶m¦Û¥ßµó20«Ñ1~50¸¹,123.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1011030,180.78,4,3,3,¦³,µL,6000000,33190,¤@¼Ó¥­­±,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤T©Mµó28«Ñ1~50¸¹,90.0,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0680620,119.87,4,2,3,¦³,µL,4200000,35038,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤¯¸q¸ô4«Ñ1~50¸¹,1413.04,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10208,¤g¦a3«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0970508,320.4,16,0,16,¦³,µL,10500000,32772,,0.0,0
Ûl®ä¶m,¤g¦a,¤j®H§À¬q4201~4250¦a¸¹,234.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3185325,13613,,0.0,0
¤æ¤»¥«,¤g¦a,«áÉÜ¬q501~550¦a¸¹,375.6,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2600000,6922,,0.0,0
¤æ¤»¥«,¤g¦a,¶À­í¬q501~550¦a¸¹,1781.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4740000,2661,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤Ó¥­¸ô201~250¸¹,5.7,°Ó,,,10211,¤g¦a0«Øª«1¨®¦ì0,¥|¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831114,26.38,1,1,1,¦³,µL,580000,21986,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«±[«n¸ô101~150¸¹,108.37,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0841220,154.31,5,2,3,¦³,µL,2550000,16525,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤½¥¿¨½¥­µ¥µó1~50¸¹,15.16,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820424,78.23,2,1,2,¦³,¦³,2200000,28122,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«´Î²y¤Kµó51~100¸¹,201.89,¦í,,,10111,¤g¦a2«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020830,334.57,5,2,5,¦³,µL,15500000,46328,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«Âí«n¸ô100«Ñ1~50¸¹,44.65,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820730,118.55,3,2,2,¦³,¦³,3000000,25306,,0.0,0
¤æ«nÂí,¤g¦a,¤jªF¬q¤jªF¤p¬q951~1000¦a¸¹,268.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1200000,4478,,0.0,0
¤j°ñ¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤j°ñ¶mÂ×¥Ð¸ô1~50¸¹,64.76,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í°Ó¥Î,¥[±j¿j³y,0670725,104.43,3,2,2,¦³,µL,1700000,16279,,0.0,0
¤j°ñ¶m,¤g¦a,¥Ð¤lªL¬q101~150¦a¸¹,1637.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10212,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1480000,904,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¤u±M¤@µó101~150¸¹,110.14,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0771105,136.5,4,2,3,¦³,µL,5900000,43223,,0.0,0
¤g®wÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤g®wÂí¤j¦P¸ô1~50¸¹,94.0,¦í,,,10209,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¹q±è¼Ó±è¶¡,003,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020522,202.04,4,0,2,¦³,µL,7500000,37121,,0.0,0
¤g®wÂí,¤g¦a,¶¶¦w¬q1~50¦a¸¹,1529.52,¦í,,,10211,¤g¦a4«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,33300000,21772,,0.0,0
ªê§ÀÂí,¤g¦a,°ª«n¬q351~400¦a¸¹,679.6,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,12762000,18779,,0.0,0
ªê§ÀÂí,¤g¦a,°ª«n¬q351~400¦a¸¹,679.42,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,12762000,18784,,0.0,0
ªê§ÀÂí,¤g¦a,°ª«n¬q351~400¦a¸¹,679.42,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,12560090,18486,,0.0,0
ªê§ÀÂí,¤g¦a,°ª«n¬q351~400¦a¸¹,679.42,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,12568000,18498,,0.0,0
ªê§ÀÂí,¤g¦a,¥ß¤¯¬q851~900¦a¸¹,1145.53,¦í,,,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,177140000,154636,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí§d­í1~50¸¹,112.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1010530,204.44,5,2,3,¦³,µL,5680000,27783,,0.0,0
¤ôªL¶m,¤g¦a,¦è¤«¬q2451~2500¦a¸¹,242.5,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,360000,1485,,0.0,0
³Á¼d¶m,¤g¦a,³ÁÂ×¬q151~200¦a¸¹,2585.03,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3877545,1500,,0.0,0
³Á¼d¶m,¤g¦a,¥ú¤j¬q1001~1050¦a¸¹,725.5,¹A,,,10211,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2100000,2895,,0.0,0
¤g®wÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤g®wÂí¤j¦P¸ô6«Ñ1~50¸¹,145.67,¦í,,,10211,¤g¦a3«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020522,219.25,5,1,3,¦³,µL,6600000,30103,,0.0,0
¤ôªL¶m,¤g¦a,«n¿³¬q301~350¦a¸¹,2519.95,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1500000,595,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«Âí«n¨½ªZ³®µó49«Ñ1~50¸¹,5.14,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831115,30.74,1,1,1,¦³,µL,850000,27651,,0.0,0
Ûl®ä¶m,¤g¦a,®H¥_¬q51~100¦a¸¹,1446.18,¹A,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1680000,1162,,0.0,0
¤æ¤»¥«,¤g¦a,¹ÅªF¬q301~350¦a¸¹,116.99,¦í,,,10212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2405000,20557,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«ªLÀY1~50¸¹,105.68,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10210,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0940215,166.07,4,2,3,¦³,µL,2500000,15054,,0.0,0
¤æ¤»¥«,¤g¦a,¤j¥_¶Õ¬q¥Ò¤»°ñ¤p¬q451~500¦a¸¹,2765.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4162040,1505,,0.0,0
¤æ¤»¥«,¤g¦a,¬ì¥[¬q1~50¦a¸¹,330.56,,¤u·~°Ï,¤BºØ«Ø¿v¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4950000,14975,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¥­µ¥µó1~50¸¹,7.81,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤­¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830819,109.03999999999999,3,2,2,¦³,¦³,2160000,19809,,0.0,0
¤æ«nÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ«nÂí¥ÐÀY¨½«áÉÜ¸ô132«Ñ1~50¸¹,131.0,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830204,193.86,7,2,3,¦³,µL,4380000,22594,,0.0,0
¤æ«nÂí,¤g¦a,¥_»Ê¬q551~600¦a¸¹,3586.0,¦í,,,10206,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,84610000,23595,,0.0,0
¤j°ñ¶m,¤g¦a,Â×¥Ð¬q1951~2000¦a¸¹,3193.5,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3353175,1050,,0.0,0
¥|´ò¶m,¤g¦a,«O¦w¬q801~850¦a¸¹,3367.45,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1683725,500,,0.0,0
¥|´ò¶m,¤g¦a,ºÖ¦w¬q951~1000¦a¸¹,269.39,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10212,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,200000,742,,0.0,0
¤f´ò¶m,¤g¦a,˜f±ï¬q251~300¦a¸¹,20.0,,¤@¯ë¹A·~°Ï,¾i´Þ¥Î¦a,10212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,60000,3000,,0.0,0
¤f´ò¶m,¤g¦a,®H¥_¬q1~50¦a¸¹,5717.97,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2858985,500,,0.0,0
ªê§ÀÂí,¤g¦a,°ª«n¬q1~50¦a¸¹,713.84,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,15120000,21181,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí·G¨Ï¸ô601~650¸¹,112.39,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870804,152.6,3,2,5,¦³,µL,4680000,30668,,0.0,0
¤g®wÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤g®wÂí¤jÓy¨½¦n¦¬¸ô1~50¸¹,98.54,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10212,¤g¦a2«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0881018,206.56,5,2,4,¦³,µL,3500000,16944,,0.0,0
¦èÁ³Âí,¤g¦a,¤T¶ô­í¬q¤T¶ô­í¤p¬q701~750¦a¸¹,447.0,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,600000,1342,,0.0,0
¤G±[¶m,¤g¦a,¨Ó´f¬q901~950¦a¸¹,47.49,¤u,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,712350,15000,,0.0,0
¤¸ªø¶m,¤g¦a,·¥©ú¬q101~150¦a¸¹,768.59,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,471914,614,,0.0,0
¥x¦è¶m,¤g¦a,·s¿³¬q251~300¦a¸¹,9995.14,,¤u·~°Ï,¤BºØ«Ø¿v¥Î¦a,10212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5700000,570,,0.0,0
¦èÁ³Âí,¤g¦a,¤UÙõ¬q351~400¦a¸¹,2359.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3774400,1600,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«ºh¤Ù¤»µó51~100¸¹,81.27,,¤u·~°Ï,¤BºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880308,163.57,4,2,3,¦³,µL,3000000,18341,,0.0,0
Ûl®ä¶m,¤g¦a,¤j®H§À¬q2701~2750¦a¸¹,2668.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4000000,1499,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¶³ªL¿¤¤æ¤»¥«¤j¾Ç¸ô¤@¬q551~600¸¹,14.71,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831120,127.23,3,1,2,¦³,¦³,2850000,22400,¤É­°¾÷±ñ,0.0,0
Ûl®ä¶m,¤g¦a,¤­µØ¬q551~600¦a¸¹,152.71,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,91622,600,,0.0,0
¤¸ªø¶m,¤g¦a,³¡¤l¬q201~250¦a¸¹,1272.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1653600,1300,,0.0,0
¤¸ªø¶m,¤g¦a,¤T©M¬q951~1000¦a¸¹,3312.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10212,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2384640,720,,0.0,0
¥_´äÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¥_´äÂí·s­í¸ô51~100¸¹,111.6,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10210,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850810,213.94,5,2,4,¦³,µL,3650000,17061,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n51~100¸¹,91.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10205,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021002,209.32,4,2,2,¦³,µL,6500000,31053,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n51~100¸¹,81.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10205,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021002,205.74,4,2,2,¦³,µL,6300000,30621,,0.0,0
ªê§ÀÂí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤ªê§ÀÂí¿³«n51~100¸¹,82.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10204,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021002,205.74,4,2,2,¦³,µL,6180000,30038,,0.0,0
³Á¼d¶m,¤g¦a,¬I­í¼d¬q901~950¦a¸¹,38.2,,¶m§ø°Ï,¤ô§Q¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,381300,9982,,0.0,0
¥_´äÂí,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,¶³ªL¿¤¥_´äÂí¤j¦P¸ô351~400¸¹,15.07,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤@¼h,010,µØ·H(10¼h§t¥H¤U¦³¹q±è),°ê¥Á¦í¦v,¿ûµ¬²V¾®¤g³y,0880603,132.4,4,1,2,¦³,¦³,1000000,7553,©Y¹D¥­­±,0.0,0
ªê§ÀÂí,¤g¦a,·G¨Ï¥_¬q801~850¦a¸¹,325.11,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4870000,14980,,0.0,0
¤j°ñ¶m,¤g¦a,¥Ð¤lªL¬q1401~1450¦a¸¹,3865.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5780000,1495,,0.0,0
¤j°ñ¶m,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤j°ñ¶m¥ÐÉÜ1~50¸¹,91.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0871115,161.39,4,2,3,¦³,µL,1940000,12021,,0.0,0
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí³À³õ¨½«n¿³101~150¸¹,86.0,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831229,124.17,4,2,3,¦³,µL,2200000,17718,,0.0,0
¦èÁ³Âí,¤g¦a,§d­í¬q901~950¦a¸¹,1322.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1586400,1200,,0.0,0
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí¤j¦P¸ô3«Ñ1~50¸¹,102.84,¦í,,,10110,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020819,215.33,5,3,5,¦³,µL,6400000,29722,,0.0,0
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí¤j¦P¸ô3«Ñ1~50¸¹,297.78,¦í,,,10109,¤g¦a1«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020819,284.72,5,3,5,¦³,µL,9500000,33366,,0.0,0
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí¤j¦P¸ô3«Ñ1~50¸¹,102.81,¦í,,,10110,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020819,216.27,5,3,5,¦³,µL,6400000,29593,,0.0,0
¦èÁ³Âí,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¦èÁ³Âí¤j¦P¸ô3«Ñ1~50¸¹,102.83,¦í,,,10112,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020819,216.27,5,3,5,¦³,µL,6500000,30055,,0.0,0
¥j§|¶m,¤g¦a,´Ñ½L­í¬q101~150¦a¸¹,280.84,,¤@¯ë¹A·~°Ï,¹Aªª¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,275000,979,,0.0,0
¤æ¤»¥«,¤g¦a,¤K¼w¬q801~850¦a¸¹,170.06,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4000000,23521,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤æ¤»¤G¸ô101~150¸¹,115.48,¦í,,,10104,¤g¦a3«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020705,217.95,4,2,4,¦³,µL,7200000,33035,,0.0,0
¤æ¤»¥«,©Ð¦a(¤g¦a+«Øª«),¶³ªL¿¤¤æ¤»¥«¤T¥­¨½§»ºÖ¸ô1~50¸¹,161.85,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020812,159.14,5,1,3,¦³,µL,7220000,45369,,0.0,0
¤æ¤»¥«,¤g¦a,¤æ¤»¬q651~700¦a¸¹,176.0,°Ó,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,10300000,58523,,0.0,0
Ûl®ä¶m,¤g¦a,«n¦w¬q201~250¦a¸¹,75.68,¦í,,,10211,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1100000,14535,,0.0,0
