¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¤­Åv¤»µó1~50¸¹,27.18,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì2,¤G¼h,024,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,0991223,373.69000000000005,4,1,2,¦³,¦³,30450000,81485,©Y¹D¥­­±,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¦è°Ï¤­Åv¤»µó1~50¸¹,27.18,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì2,¤G¼h,024,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,0991223,373.69000000000005,4,1,2,¦³,¦³,30550000,81752,©Y¹D¥­­±,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï»OÆW¤j¹D¤G¬q501~550¸¹,16.79,°Ó,,,10211,¤g¦a9«Øª«1¨®¦ì0,¤C¼h,012,¿ì¤½°Ó·~¤j¼Ó,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,0780203,156.28,0,0,0,µL,¦³,6050000,38713,,0.0,0
¦è°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¦è°Ï¤­Åv¤Tµó251~300¸¹,93.0,¦í,,,10209,¤g¦a1«Øª«2¨®¦ì0,¥þ,002,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0610602,82.76,2,2,2,¦³,µL,12000000,144998,,0.0,0
ªF°Ï,¤g¦a,§ò·Ë¬q151~200¦a¸¹,39.0,¨ä¥L,,,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1170000,30000,,0.0,0
«n°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥««n°Ï¤T¥Á¦è¸ô301~350¸¹,8.01,¦í,,,10210,¤g¦a2«Øª«1¨®¦ì0,¤Q¤G¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0941011,87.13,3,2,2,¦³,¦³,5150000,59107,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°ÏªQ¦Ë¤­¸ô151~200¸¹,18.92,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì1,¤Q¼h,015,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020208,90.19,3,1,2,¦³,¦³,8500000,94245,©Y¹D¥­­±,25.25,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥­¿³¨½¥­¿³µó101~150¸¹,18.11,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,008,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811120,106.71,3,2,2,¦³,¦³,4410000,41327,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥_¨Ê¨½¶i¤Æ¥_¸ô53«Ñ1~50¸¹,30.8,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0750515,104.31,3,2,2,¦³,µL,3500000,33554,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï³»­í¨½¶i¤Æ¥_¸ô251~300¸¹,3.58,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,013,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821014,38.28,1,1,1,¦³,¦³,1250000,32654,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï©¾¤ÓªF¸ô101~150¸¹,5.13,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¤Q¤C¼h,021,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840607,60.15,2,1,1,¦³,¦³,1800000,29925,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï±R¼w¸ô¤G¬q151~200¸¹,5.48,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,017,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0990909,66.28,1,1,1,¦³,¦³,4600000,69403,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤Ñ¬z¸ô¥|¬q201~250¸¹,115.34,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì0,¥þ,004,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1010504,336.51,5,3,4,¦³,µL,25000000,74292,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ïªe¥_¤Gµó51~100¸¹,11.84,°Ó,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,010,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950825,107.76,2,2,1,¦³,¦³,5860000,54380,©Y¹D¥­­±,27.15,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï¤Ó­ì¤­µó1~50¸¹,16.45,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤@¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0811230,98.3,3,2,2,¦³,¦³,4500000,45778,©Y¹D¾÷±ñ,0.0,0
¥_¤Ù°Ï,¤g¦a,¤jÂ×¬q501~550¦a¸¹,106.98,¦í,,,10210,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2103498,19663,,0.0,0
¥_¤Ù°Ï,¤g¦a,¤jÂ×¬q501~550¦a¸¹,287.41,¨ä¥L,,,10210,¤g¦a3«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,5651198,19662,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤Ñ²»µó201~250¸¹,14.63,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤C¼h,012,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0851015,114.24000000000001,3,2,2,¦³,¦³,4300000,37640,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï±R¼w¸ô¤G¬q346«Ñ25§Ë1~50¸¹,4.33,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¦a¤U¤@¼h¡A¦a¤U¤G¼h¡A¦a¤U¤T¼h,026,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,0811222,34.5,0,0,0,µL,¦³,350000,0,©Y¹D¥­­±,34.49,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¬ü¼wµó451~500¸¹,25.79,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,005,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0680306,69.87,2,1,1,¦³,µL,2600000,37212,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤å¤ß¸ô¥|¬q601~650¸¹,11.01,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤G¤Q¤@¼h,024,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0860416,173.76999999999998,3,2,2,¦³,¦³,7100000,40859,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¯qµØµó101~150¸¹,7.56,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,007,®M©Ð(1©Ð1ÆU1½Ã),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0820514,46.83,1,1,1,¦³,µL,1050000,22422,,0.0,0
¥_¤Ù°Ï,¤g¦a,ªF«H¬q201~250¦a¸¹,106.88,¦í,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,20400000,190868,,0.0,0
¥_¤Ù°Ï,«Øª«,»O¤¤¥«¥_¤Ù°Ï¤¤²MªF¤@µó1~50¸¹,0.0,,,,10210,¤g¦a0«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020731,392.39000000000004,5,2,5,¦³,¦³,5800000,14781,,0.0,0
¥_¤Ù°Ï,¤g¦a,ªF«H¬q201~250¦a¸¹,108.03,¦í,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,19580000,181246,,0.0,0
¥_¤Ù°Ï,«Øª«,»O¤¤¥«¥_¤Ù°Ï¤¤²MªF¤@µó1~50¸¹,0.0,,,,10210,¤g¦a0«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0020731,393.32000000000005,5,2,5,¦³,¦³,5920000,15051,,0.0,0
¥_¤Ù°Ï,¤g¦a,ªF«H¬q201~250¦a¸¹,106.76,¦í,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,16800000,157362,,0.0,0
¥_¤Ù°Ï,«Øª«,»O¤¤¥«¥_¤Ù°Ï¤¤²MªF¤@µó1~50¸¹,0.0,,,,10210,¤g¦a0«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020731,387.84000000000003,5,2,5,¦³,¦³,11200000,28878,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¤j³s¸ô¤G¬q101~150¸¹,4.99,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h,025,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0870417,62.230000000000004,0,0,0,µL,¦³,6900000,110879,,0.0,0
¥_¤Ù°Ï,¤g¦a,ªF«H¬q201~250¦a¸¹,110.56,¦í,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,18340000,165883,,0.0,0
¥_¤Ù°Ï,«Øª«,»O¤¤¥«¥_¤Ù°Ï¤¤²MªF¤@µó1~50¸¹,0.0,,,,10210,¤g¦a0«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020731,381.85,5,2,5,¦³,¦³,5650000,14796,,0.0,0
¥_¤Ù°Ï,¤g¦a,ªF«H¬q201~250¦a¸¹,128.62,¦í,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,19530000,151843,,0.0,0
¥_¤Ù°Ï,«Øª«,»O¤¤¥«¥_¤Ù°Ï¤¤²MªF¤@µó1~50¸¹,0.0,,,,10210,¤g¦a0«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020731,408.31,5,2,5,¦³,¦³,5850000,14327,,0.0,0
¥_¤Ù°Ï,¤g¦a,ªF«H¬q201~250¦a¸¹,110.4,¦í,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,15600000,141304,,0.0,0
¥_¤Ù°Ï,«Øª«,»O¤¤¥«¥_¤Ù°Ï¤¤²MªF¤@µó1~50¸¹,0.0,,,,10210,¤g¦a0«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020731,366.94000000000005,5,2,5,¦³,¦³,10400000,28343,,0.0,0
¥_¤Ù°Ï,¤g¦a,ªF«H¬q201~250¦a¸¹,110.4,¦í,,,10210,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,¦³,17030000,154257,,0.0,0
¥_¤Ù°Ï,«Øª«,»O¤¤¥«¥_¤Ù°Ï¤¤²MªF¤@µó1~50¸¹,0.0,,,,10210,¤g¦a0«Øª«1¨®¦ì0,¥þ,005,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1020731,366.8,5,2,5,¦³,¦³,5650000,15403,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°ÏªF¥ú¸ô251~300¸¹,19.94,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¤G¼h¡AÃM¼Ó¡A¦a¤U¼h¡A¤@¼h,012,©±­±(©±¾Q),¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0810603,165.02,4,2,2,¦³,¦³,5650000,34238,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï±R¼w¸ô¤G¬q251~300¸¹,8.02,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¤@¼h,025,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0870417,101.65,2,2,1,¦³,¦³,4500000,44270,,0.0,0
¥_°Ï,¤g¦a,ªô­í¤l¬q1~50¦a¸¹,43.0,¨ä¥L,,,10211,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1802500,41919,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°Ï¤å©÷ªF¤Gµó1~50¸¹,77.0,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì0,¥þ,003,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0750606,153.67,4,2,3,¦³,µL,12500000,81343,,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_°ÏªF¥úªFµó51~100¸¹,17.47,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,017,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831214,137.34,3,2,2,¦³,¦³,4320000,31455,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°ÏªQ¦Ë¸ô¤G¬q351~400¸¹,5.97,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì0,¤»¼h,016,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831210,46.92,1,1,1,¦³,¦³,1680000,35806,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¿ñ¶§¥_¤@µó1~50¸¹,23.6,¦í,,,10211,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,007,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0781021,138.24,4,2,2,¦³,¦³,6000000,43403,©Y¹D¾÷±ñ,0.0,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï²H·¾¨½»OÆW¤j¹D¤G¬q351~400¸¹,23.87,¨ä¥L,,,10211,¤g¦a2«Øª«1¨®¦ì1,¤Q¤C¼h,028,¿ì¤½°Ó·~¤j¼Ó,¨£¨ä¥Lµn°O¨Æ¶µ,¿û°©¿ûµ¬²V¾®¤g³y,0890603,451.55999999999995,0,0,0,µL,µL,33900000,75073,©Y¹D¥­­±,15.04,0
¥_°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_°Ï±ö¤t¦è¸ô¤T¬q39«Ñ1~50¸¹,15.77,¦í,,,10210,¤g¦a1«Øª«1¨®¦ì1,¤Q¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0880908,152.95,3,2,2,¦³,¦³,8360000,54658,©Y¹D¥­­±,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥­¼w¨½¤å¤ß¸ô¥|¬q251~300¸¹,9.15,¦í,,,10109,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020725,90.5,2,1,2,¦³,¦³,6000000,66298,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¥­¼w¨½¤å¤ß¸ô¥|¬q251~300¸¹,11.3,¦í,,,10204,¤g¦a1«Øª«1¨®¦ì1,¥|¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020725,127.05,2,1,2,¦³,¦³,7990000,63828,©Y¹D¾÷±ñ,13.62,750000
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¥­¼w¨½¤å¤ß¸ô¥|¬q251~300¸¹,11.8,¦í,,,10103,¤g¦a1«Øª«1¨®¦ì2,¤C¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020725,153.85,2,1,2,¦³,¦³,7750000,57853,©Y¹D¥­­±,54.46,2000000
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¥­¼w¨½¤å¤ß¸ô¥|¬q251~300¸¹,10.08,¦í,,,10111,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020725,111.14,2,1,2,¦³,¦³,6650000,60500,©Y¹D¾÷±ñ,13.62,750000
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥­¼w¨½¤å¤ß¸ô¥|¬q251~300¸¹,9.24,¦í,,,10104,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020725,93.34,2,1,2,¦³,¦³,6900000,73923,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¥­¼w¨½¤å¤ß¸ô¥|¬q251~300¸¹,9.74,¦í,,,10203,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020725,107.75,2,1,2,¦³,¦³,6750000,62679,©Y¹D¾÷±ñ,13.62,850000
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¥­¼w¨½¤å¤ß¸ô¥|¬q251~300¸¹,11.3,¦í,,,10109,¤g¦a1«Øª«1¨®¦ì1,¤E¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020725,127.11,2,1,2,¦³,¦³,8750000,70491,©Y¹D¾÷±ñ,13.62,750000
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥­¼w¨½¤å¤ß¸ô¥|¬q251~300¸¹,9.24,¦í,,,10204,¤g¦a1«Øª«1¨®¦ì0,¤Q¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020725,94.14,2,1,2,¦³,¦³,6600000,70108,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«),»O¤¤¥«¥_¤Ù°Ï¥­¼w¨½¤å¤ß¸ô¥|¬q251~300¸¹,9.24,¦í,,,10204,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020725,93.34,2,1,2,¦³,¦³,6700000,71781,,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï¥­¼w¨½¤å¤ß¸ô¥|¬q251~300¸¹,11.8,¦í,,,10106,¤g¦a1«Øª«1¨®¦ì1,¤Q¤T¼h,022,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1020725,140.73000000000002,2,1,2,¦³,¦³,9320000,72423,©Y¹D¥­­±,27.23,1100000
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï?®¤l¨½«Ø©M¸ô¤@¬q401~450¸¹,24.0,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì1,¤»¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021011,161.67000000000002,3,2,2,¦³,¦³,5980000,36989,¨ä¥L,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï?®¤l¨½«Ø©M¸ô¤@¬q401~450¸¹,24.0,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì1,¤K¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021011,161.67000000000002,3,2,2,¦³,¦³,5940000,36742,¨ä¥L,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï?®¤l¨½«Ø©M¸ô¤@¬q401~450¸¹,21.66,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì1,¥|¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021011,146.03,3,2,2,¦³,¦³,5830000,39923,¨ä¥L,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï?®¤l¨½«Ø©M¸ô¤@¬q401~450¸¹,17.69,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì1,¤Q¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021011,119.27000000000001,2,1,2,¦³,¦³,4780000,40077,¨ä¥L,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï?®¤l¨½«Ø©M¸ô¤@¬q401~450¸¹,17.96,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì1,¤@¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021011,121.22,1,1,1,¦³,¦³,8500000,70120,¨ä¥L,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï?®¤l¨½«Ø©M¸ô¤@¬q401~450¸¹,18.94,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì1,¤@¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1021011,127.83,1,1,1,¦³,¦³,9500000,74317,¨ä¥L,0.0,0
¥_¤Ù°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,»O¤¤¥«¥_¤Ù°Ï?®¤l¨½«Ø©M¸ô¤@¬q401~450¸¹,24.5,¦í,,,10211,¤g¦a2«Øª«1¨®¦ì1,¤Q¤G¼h,014,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1021011,165.15,3,2,2,¦³,¦³,6700000,40569,¨ä¥L,0.0,0
